ID,Title,Tier 1 Markers,Tier 2 Markers,Tier 3 Markers,Tier 1 Metrics,Tier 2 Metrics,Tier 3 Metrics
REC0069.1,Breast MRI (very high risk),,,,,,
REC0070.1,Cervical Cancer Screening (HPV/PAP),,,,,,
REC0071.1,PSA Test (avg risk),,,,,,
REC0072.1,PSA Test (high risk),,,,,,
REC0073.1,Omega-3 (EPA/DHA) Supplement,"Omega-3 Index, Triglycerides","Cortisol, Fasting Insulin, HDL, HOMA-IR, Homocysteine, hsCRP, RDW, Vitamin D",,,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV, Resting Heart Rate",
REC0074.1,Vitamin D3 Supplement,,"Calcium (Serum), Fasting Insulin, HOMA-IR, hsCRP, Triglycerides, Vitamin D",,"Blood Pressure - Diastolic, Blood Pressure - Systolic","Deep Sleep, REM Sleep, Total Sleep",
REC0075.1,Magnesium Supplement,HbA1c,"Cortisol, Fasting Glucose, Fasting Insulin, Free Testosterone, HOMA-IR, Homocysteine, hsCRP, Magnesium (RBC), Testosterone, Vitamin D",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV","Deep Sleep, REM Sleep, Total Sleep",
REC0076.1,Creatine Monohydrate,HbA1c,"Cortisol, Creatine Kinase, Fasting Glucose, Fasting Insulin, Free Testosterone, Homocysteine, hsCRP, Testosterone",,,"% Bodyfat, BMI, Deep Sleep, Grip Strength, REM Sleep, Skeletal Muscle Mass to Fat-Free Mass, Total Sleep",
REC0077.1,Protein Powder Supplement,"ApoB, HbA1c","Fasting Glucose, Fasting Insulin, Free Testosterone, HDL, HOMA-IR, Testosterone, Triglycerides",,,"% Bodyfat, BMI, Deep Sleep, Grip Strength, REM Sleep, Resting Heart Rate, Skeletal Muscle Mass to Fat-Free Mass, Total Sleep",
REC0078.1,Coenzyme Q10 (CoQ10) Supplement,"ApoB, LDL","Creatine Kinase, HDL, hsCRP, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV","Deep Sleep, REM Sleep, Total Sleep",
REC0079.1,Fiber Supplement,"ApoB, HbA1c, LDL","Fasting Glucose, HOMA-IR, hsCRP","Fasting Insulin, FIB-4, Lp(a), Omega-3 Index",,"% Bodyfat, Blood Pressure - Diastolic, Blood Pressure - Systolic, BMI",
REC0080.1,Multivitamin,"ApoB, HbA1c","Fasting Glucose, Fasting Insulin, HDL, HOMA-IR, Homocysteine, hsCRP, Triglycerides, Vitamin B12, Vitamin D","CAC, FIB-4, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0081.1,Iron Supplement,,"Free Testosterone, Hematocrit, Hemoglobin, hsCRP, Mean Corpuscular Hemoglobin (MCH), Mean Corpuscular Hemoglobin Concentration (MCHC), Red Blood Cell Count, Serum Ferritin, Testosterone, Total Iron Binding Capacity (TIBC)","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,"Deep Sleep, REM Sleep, Resting Heart Rate, Total Sleep",
REC0082.1,Vitamin B12 (methylcyanocobalamin) &methylFolate,,"Folate (RBC), Folate Serum, Hematocrit, Hemoglobin, Homocysteine, Mean Corpuscular Hemoglobin (MCH), Red Blood Cell Count, Vitamin B12","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0083.1,Probiotic Supplement,ApoB,"Cortisol, Fasting Insulin, HOMA-IR, Homocysteine, hsCRP, Triglycerides","CAC, FIB-4, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0084.1,Melatonin Supplement,ApoB,"Fasting Glucose, Fasting Insulin","CAC, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic","Deep Sleep, REM Sleep, Resting Heart Rate, Total Sleep",
REC0085.1,Calcium Supplement,,"Calcium (Ionized), Calcium (Serum)","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0086.1,Zinc Supplement,"ApoB, HbA1c","ALP, Fasting Glucose, Fasting Insulin, Free Testosterone, HOMA-IR, hsCRP, Testosterone","CAC, FIB-4, Lp(a), Omega-3 Index",,"Deep Sleep, REM Sleep, Total Sleep",
REC0087.1,NAC (N-Acetylcysteine),ApoB,"Cortisol, Fasting Glucose, Fasting Insulin, HDL, HOMA-IR, hsCRP","CAC, FIB-4, Lp(a), Omega-3 Index",,,
REC0088.1,Berberine,"HbA1c, LDL","Fasting Glucose, Fasting Insulin, HDL, HOMA-IR, Triglycerides","CAC, FIB-4, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic","BMI, Hip-to-Waist Ratio",
REC0089.1,Glycine Supplement,ApoB,"Cortisol, Fasting Glucose, Fasting Insulin, HDL, hsCRP, Triglycerides","CAC, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,"Deep Sleep, REM Sleep, Total Sleep",
REC0090.1,Glucosamine/Chondroitin,,"Fasting Glucose, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0091.1,Curcumin Supplement,"ApoB, LDL","Cortisol, Fasting Insulin, HDL, HOMA-IR, Homocysteine, hsCRP, Total Cholesterol","CAC, FIB-4, Lp(a), Omega-3 Index",,"% Bodyfat, BMI, Hip-to-Waist Ratio",
REC0092.1,Alpha-Lipoic Acid,"ApoB, LDL","hsCRP, SHBG, Testosterone, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,"% Bodyfat, Skeletal Muscle Mass to Fat-Free Mass, Visceral Fat",
REC0093.1,Astaxanthin,"ApoB, LDL","hsCRP, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0094.1,Resveratrol,ApoB,hsCRP,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0095.1,Lutein/Zeaxanthin,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0096.1,Ashwagandha,,"Cortisol, Creatine Kinase, DHEA-S, Free Testosterone, hsCRP, Testosterone, TSH","RBC DHA, RBC EPA",,"Deep Sleep, HRV, REM Sleep, Total Sleep",Resting Heart Rate
REC0097.1,Vitamin K2,,hsCRP,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0098.1,Niacin (OTC),"ApoB, LDL","hsCRP, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0099.1,Low-Dose Aspirin (OTC),ApoB,"Fasting Glucose, Fasting Insulin, hsCRP, Platelet Count","CAC, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0100.1,GLP-1/GIP Receptor Agonist (Tirzepatide),Triglycerides,"ALT, ApoB, AST, BUN, Creatinine, Cystatin C, eGFR, Fasting Glucose, Fasting Insulin, HbA1c, HOMA-IR, hsCRP, LDL, Total Cholesterol","RBC DHA, RBC EPA",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, BMI, Hip-to-Waist Ratio, Skeletal Muscle Mass to Fat-Free Mass, Visceral Fat",Resting Heart Rate
REC0101.1,"GLP-1 Receptor Agonist (Semaglutide, Liraglutide)","ApoB, HbA1c","ALT, AST, eGFR, Fasting Glucose, Fasting Insulin, HOMA-IR, hsCRP, Triglycerides","CAC, FIB-4, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic","BMI, Hip-to-Waist Ratio, Skeletal Muscle Mass to Fat-Free Mass, Visceral Fat",
REC0102.1,Growth Hormone Secretagogue Stack (CJC-1295 + Ipamorelin),,"Cortisol, Fasting Insulin","CAC, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,"% Bodyfat, Deep Sleep, REM Sleep, Skeletal Muscle Mass to Fat-Free Mass, Total Sleep",
REC0103.1,BPC-157,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0104.1,TB-500 (Thymosin Beta-4),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0105.1,BPC-157 + TB-500 Stack,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0106.1,Epitalon,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,"Deep Sleep, REM Sleep, Total Sleep",
REC0107.1,Thymalin,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0108.1,Epitalon + Thymalin Stack,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0109.1,MOTS-c,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0110.1,Humanin,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0111.1,GHK-Cu (Copper Peptide),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0112.1,SS-31 (Elamipretide),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0113.1,Tesamorelin,ApoB,Triglycerides,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",Visceral Fat,
REC0114.1,Thymosin Alpha-1,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0115.1,Melanotan II (MT-2),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0116.1,FOXO4-DRI (Senolytic peptide),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0117.1,Selank,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0118.1,Semax,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0119.1,Kisspeptin,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0120.1,Tesofensine,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0121.1,LL-37,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0122.1,IGF-1 LR3,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0123.1,Mechano-Growth Factor (MGF),,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0124.1,"Statin (e.g., atorvastatin, rosuvastatin, pravastatin)","ApoB, LDL","HDL, Total Cholesterol","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0125.1,Ezetimibe,"ApoB, LDL","HDL, hsCRP, Lp(a), Total Cholesterol, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Omega-3 Index",,,
REC0126.1,"PCSK9 Inhibitor (e.g., evolocumab, alirocumab)","ApoB, LDL","Estradiol, Fasting Glucose, Fasting Insulin, HDL, Lp(a), Total Cholesterol","CAC, FIB-4, HOMA-IR, Omega-3 Index",,,
REC0127.1,Bempedoic Acid,"ApoB, LDL","hsCRP, Total Cholesterol, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0128.1,"Fibrate (e.g., fenofibrate, gemfibrozil)",ApoB,"HDL, hsCRP, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0129.1,"Omega-3 Prescription (icosapent ethyl, Vascepa)",Triglycerides,"ApoB, hsCRP","RBC DHA, RBC EPA",,,Resting Heart Rate
REC0130.1,"Bile Acid Sequestrant (e.g., cholestyramine, colesevelam)","ApoB, HbA1c, LDL","Fasting Glucose, hsCRP, Total Cholesterol","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0131.1,Metformin,"ApoB, HbA1c","Fasting Glucose, Fasting Insulin, hsCRP","CAC, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0132.1,"SGLT2 Inhibitor (e.g., empagliflozin, dapagliflozin)",HbA1c,"ALT, AST, Fasting Glucose, hsCRP, Uric Acid","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic, VO2 Max",,
REC0133.1,Fasting Insulin,"ApoB, HbA1c","Fasting Glucose, Fasting Insulin, HOMA-IR","CAC, FIB-4, Lp(a), Omega-3 Index",,,
REC0134.1,"ACE Inhibitor or ARB (e.g., lisinopril, losartan)",,"eGFR, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0135.1,"Beta Blocker (e.g., metoprolol, bisoprolol)",HbA1c,"Fasting Glucose, HDL, Triglycerides","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",Resting Heart Rate,
REC0136.1,"Calcium Channel Blocker (e.g., amlodipine, diltiazem)",,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0137.1,"Thiazide Diuretic (e.g., hydrochlorothiazide, chlorthalidone)",,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0138.1,Spironolactone (mineralocorticoid antagonist),,,,"Blood Pressure - Diastolic, Blood Pressure - Systolic",,
REC0139.1,"Bisphosphonate (e.g., alendronate, risedronate)",,,,,,
REC0140.1,Denosumab,,,,,,
REC0141.1,"Selective Estrogen Receptor Modulator (SERM; e.g., raloxifene)",LDL,Total Cholesterol,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0142.1,"Parathyroid Hormone Analog (e.g., teriparatide, abaloparatide)",,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0143.1,Thyroid Hormone Replacement (levothyroxine),,,,,,
REC0144.1,Testosterone Therapy,,,,,,
REC0145.1,Estrogen/Progesterone Therapy,,,,,,
REC0146.1,DHEA (Dehydroepiandrosterone),,,,,,
REC0147.1,Metoprolol/Other Antiarrhythmic,,,"CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",,,
REC0148.1,SSRIs/SNRIs/Other Antidepressants,,,,,,
REC0149.1,"Naltrexone (low dose, LDN)",,,,,,
REC0150.1,SGLT2/GLP-1/Metformin “Triple”,,,,,,
REC0151.1,Rapamycin (Sirolimus),,,,,,
REC0152.1,Acarbose,,,,,,
REC0153.1,Autologous Stem Cell Therapy,,"Albumin, Creatine Kinase, hsCRP",,HRV,"% Bodyfat, Grip Strength",
REC0154.1,Platelet-Rich Plasma (PRP) Injections,,"Creatine Kinase, hsCRP, Platelet Count",,HRV,Grip Strength,
REC0155.1,Fecal Microbiota Transplantation (FMT),,"Albumin, hsCRP, White Blood Cell Count",,,"BMI, HRV",
REC0156.1,Exosome Therapy,ApoB,"Homocysteine, hsCRP",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0157.1,Young Plasma Exchange / Plasma Dilution,,"Albumin, Homocysteine, hsCRP",,"Blood Pressure - Systolic, HRV",BMI,
REC0158.1,"Senolytic Drug Protocol (Dasatinib + Quercetin, Fisetin, Navitoclax, etc.)",,"Homocysteine, hsCRP, White Blood Cell Count","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV",BMI,
REC0159.1,Whole-Body Cryotherapy,,"Cortisol, Creatine Kinase, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",HRV,Resting Heart Rate,
REC0160.1,Hyperbaric Oxygen Therapy (HBOT),,"Hemoglobin, Homocysteine, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0161.1,Photobiomodulation (Red/NIR Light Therapy),,"Creatine Kinase, hsCRP, Vitamin D","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",HRV,Total Sleep,
REC0162.1,"Autophagy/Parabiosis Protocol (fasting-mimetic drugs, plasma exchange, etc.)",,"Fasting Glucose, HOMA-IR, hsCRP","CAC, Fasting Insulin, FIB-4, Lp(a), Omega-3 Index",HRV,% Bodyfat,
REC0163.1,Continuous Glucose Monitor (CGM),HbA1c,"Fasting Glucose, Fasting Insulin, HOMA-IR","CAC, FIB-4, Lp(a), Omega-3 Index",,,
REC0164.1,Sleep Tracker,,"Cortisol, hsCRP, Testosterone","Arousal index, ODI",Total Sleep,"Deep Sleep, HRV, REM Sleep",
REC0165.1,Movement & Activity Tracker,HbA1c,"HDL, hsCRP",,"HRV, VO2 Max","Resting Heart Rate, Steps/Day",
REC0166.1,Heart Rate & HRV Monitor,,"Cortisol, hsCRP",,HRV,"Blood Pressure - Systolic, BMI, Resting Heart Rate",
REC0167.1,Blood Pressure Monitor (Home),,"Homocysteine, hsCRP, Uric Acid",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0168.1,Body Composition Analyzer,,"Fasting Insulin, hsCRP, Testosterone",,,"% Bodyfat, BMI, Hip-to-Waist Ratio, Skeletal Muscle Mass to Fat-Free Mass, Visceral Fat",
REC0169.1,Stress Tracker,,"Cortisol, DHEA-S, hsCRP",,HRV,"Blood Pressure - Systolic, BMI, Resting Heart Rate",
REC0170.1,Grip Strength Dynamometer,,"Albumin, Testosterone, Vitamin D",,Grip Strength,"% Bodyfat, Skeletal Muscle Mass to Fat-Free Mass",
REC0171.1,Smart Pill Dispenser/Medication Tracker,,"Magnesium (RBC), Vitamin B12, Vitamin D",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0172.1,Sauna Therapy,LDL,"Cortisol, HDL, hsCRP, Total Cholesterol",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0172.2,Sauna Therapy,LDL,"Cortisol, HDL, hsCRP, Total Cholesterol",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0172.3,Sauna Therapy,LDL,"Cortisol, HDL, hsCRP, Total Cholesterol",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0173.1,Cold Exposure / Cold Plunge,,"Cortisol, hsCRP, Neutrophils, White Blood Cell Count",,"Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0173.2,Cold Exposure / Cold Plunge,,"Cortisol, hsCRP, Neutrophils, White Blood Cell Count",,"Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0173.3,Cold Exposure / Cold Plunge,,"Cortisol, hsCRP, Neutrophils, White Blood Cell Count",,"Blood Pressure - Systolic, HRV",Resting Heart Rate,
REC0174.1,HEPA Air Purifier Use,,"Eosinophils, hsCRP, White Blood Cell Count",,,"Blood Pressure - Systolic, BMI, HRV, Total Sleep",
REC0174.2,HEPA Air Purifier Use,,"Eosinophils, hsCRP, White Blood Cell Count",,,"Blood Pressure - Systolic, BMI, HRV, Total Sleep",
REC0174.3,HEPA Air Purifier Use,,"Eosinophils, hsCRP, White Blood Cell Count",,,"Blood Pressure - Systolic, BMI, HRV, Total Sleep",
REC0175.1,Blue Light Blocking Protocol,,"Cortisol, Magnesium (RBC), TSH",,HRV,"Deep Sleep, REM Sleep, Total Sleep",
REC0175.2,Blue Light Blocking Protocol,,"Cortisol, Magnesium (RBC), TSH",,HRV,"Deep Sleep, REM Sleep, Total Sleep",
REC0175.3,Blue Light Blocking Protocol,,"Cortisol, Magnesium (RBC), TSH","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index",HRV,"Deep Sleep, REM Sleep, Total Sleep",
REC0176.1,Professional Therapy,,"Cortisol, DHEA-S, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0176.2,Professional Therapy,,"Cortisol, DHEA-S, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0176.3,Professional Therapy,,"Cortisol, DHEA-S, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0177.1,Psychedelic-Assisted Therapy,,"Cortisol, Homocysteine, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0177.2,Psychedelic-Assisted Therapy,,"Cortisol, Homocysteine, hsCRP",,"Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0177.3,Psychedelic-Assisted Therapy,,"Cortisol, Homocysteine, hsCRP",,"Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0178.1,Digital Mental Health Tools,,"Cortisol, hsCRP",,"Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0178.2,Digital Mental Health Tools,,"Cortisol, hsCRP",,"Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0178.3,Digital Mental Health Tools,,"Cortisol, hsCRP",,"Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0179.1,Community Engagement,,"Cortisol, Homocysteine, hsCRP",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0179.2,Community Engagement,,"Cortisol, Homocysteine, hsCRP",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0179.3,Community Engagement,,"Cortisol, Homocysteine, hsCRP",,"Blood Pressure - Diastolic, Blood Pressure - Systolic, HRV",,
REC0180.1,Purpose & Meaning Work,,"Cortisol, DHEA-S, hsCRP",,,"HRV, Total Sleep",
REC0180.2,Purpose & Meaning Work,,"Cortisol, DHEA-S, hsCRP",,,"HRV, Total Sleep",
REC0180.3,Purpose & Meaning Work,,"Cortisol, DHEA-S, hsCRP",,,"HRV, Total Sleep",
REC0181.1,Financial Wellness Habits,,"Cortisol, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0181.2,Financial Wellness Habits,,"Cortisol, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
REC0181.3,Financial Wellness Habits,,"Cortisol, hsCRP","CAC, Fasting Insulin, FIB-4, HOMA-IR, Lp(a), Omega-3 Index","Blood Pressure - Systolic, HRV","BMI, Total Sleep",
