ID,Title,level_description,scoring_config,updated (VS),Overview,metrics_types_v3,units_v3 (from metrics_types_v3),Needs_work,record_id
REC0085.1,Calcium Supplement,Take 500–1000mg calcium daily,,,"Calcium is vital for bone strength and metabolic health. Supplementation prevents osteoporosis in postmenopausal women and older adults, especially if dietary intake is low.",supplement_adherence,count,,recJuWxThAVPKJA6E
REC0086.1,Zinc Supplement,Take 10–20mg zinc daily,,,"Zinc supports immune function, wound healing, DNA synthesis, and testosterone production. Deficiency impairs immunity and metabolic health; supplementation may reduce infection risk.",supplement_adherence,count,,reces2GmBUcDK0zzI
REC0087.1,NAC (N-Acetylcysteine),Take 600–1200mg NAC daily,,,"NAC is a precursor to glutathione (the body’s master antioxidant), supporting detoxification, liver, and respiratory health, especially for NAFLD or chronic lung disease.",supplement_adherence,count,,recjt900fVbOlckRg
REC0088.1,Berberine,Take 500mg berberine 2–3 times daily,,,"Berberine improves glucose and lipid metabolism, supports gut health, and may lower liver fat and A1c in metabolic syndrome, diabetes, and PCOS.",supplement_adherence,count,,reczLYYoagDJFW2Js
REC0089.1,Glycine Supplement,Take 3–5g glycine nightly,,,"Glycine is an amino acid that improves sleep latency, supports liver detox, and may improve metabolic and cardiovascular health, especially in metabolic syndrome or NAFLD.",supplement_adherence,count,,rec5gPpXaW91rkVBW
REC0090.1,Glucosamine/Chondroitin,Take 1500mg glucosamine + 1200mg chondroitin daily,,,"Glucosamine and chondroitin support joint structure, reduce osteoarthritis symptoms, and may slow cartilage loss progression.",supplement_adherence,count,,recoN4ggDwwnTNq78
REC0091.1,Curcumin Supplement,Take 500–1000mg curcumin daily (with piperine),,,"Curcumin (from turmeric) is anti-inflammatory and antioxidant, reducing joint pain, supporting mood, and metabolic health. Best absorbed with piperine/black pepper.",supplement_adherence,count,,recui0KZzG0drdjLr
REC0092.1,Alpha-Lipoic Acid,Take 300–600mg alpha-lipoic acid daily,,,"Alpha-lipoic acid is an antioxidant that may support glucose metabolism and nerve health, especially in diabetes.",supplement_adherence,count,,recLbEy3BgLMWMmDZ
REC0093.1,Astaxanthin,Take 4–12mg astaxanthin daily,,,"Astaxanthin is a carotenoid antioxidant that may support skin, eye, and metabolic health. Human outcome evidence is limited.",supplement_adherence,count,,reccMF1gDmBX0nrZX
REC0094.1,Resveratrol,Take 100–250mg resveratrol daily,,,"Resveratrol, found in red wine, is linked to anti-inflammatory and metabolic benefits, but robust evidence in humans is limited.",supplement_adherence,count,,recbG43XhP0ftiTcY
REC0095.1,Lutein/Zeaxanthin,Take 10mg lutein + 2mg zeaxanthin daily,,,"Lutein and zeaxanthin are carotenoids that support retinal and eye health, especially in older adults or those at risk for macular degeneration.",supplement_adherence,count,,recPSswsevLNGmQCi
REC0096.1,Ashwagandha,Take 300–600mg ashwagandha extract daily,,,"Ashwagandha is an adaptogen that may support stress resilience, sleep quality, and healthy cortisol levels. Evidence is promising for stress/anxiety reduction.",supplement_adherence,count,,recjSo1o8tXVLDIYR
REC0097.1,Vitamin K2,Take 90–180mcg vitamin K2 daily,,,Vitamin K2 supports bone and cardiovascular health by regulating calcium metabolism. Most important when taking vitamin D or for those at osteoporosis risk.,supplement_adherence,count,,rec3X0s9Ct96BWhuq
REC0098.1,Niacin (OTC),Take 500–2000mg niacin daily (ER/flush-free forms preferred),,,Niacin (vitamin B3) can lower LDL and triglycerides and raise HDL; used at high doses under clinical guidance for dyslipidemia.,supplement_adherence,count,,recIGnHMpCAbAalbT
REC0099.1,Low-Dose Aspirin (OTC),Take 81mg low-dose aspirin daily if recommended,,,Low-dose aspirin may reduce heart attack or stroke risk in some high-risk adults; not for general prevention without provider input.,supplement_adherence,count,,reczVFm3VADEooHiS
REC0100.1,GLP-1/GIP Receptor Agonist (Tirzepatide),Use a GLP-1/GIP agonist as prescribed for metabolic or weight benefit; typical dose 2.5–15mg subcutaneous weekly,,,"Dual GLP-1/GIP agonist for major glucose, weight, and cardiovascular risk reduction. Most potent class for obesity/metabolic syndrome.",supplement_adherence,count,,recfZVJVosRsCskOD
REC0101.1,"GLP-1 Receptor Agonist (Semaglutide, Liraglutide)","Use a GLP-1 agonist as prescribed for metabolic/weight benefit; e.g., 0.25–2.4mg weekly (semaglutide)",,,"Lowers blood glucose, promotes weight loss, and reduces cardiovascular events; foundational for metabolic and cardiometabolic health.",supplement_adherence,count,,recVRzKm9uCGYc3T5
REC0102.1,Growth Hormone Secretagogue Stack (CJC-1295 + Ipamorelin),"Use CJC-1295 and ipamorelin as prescribed to support growth hormone/IGF-1; CJC-1295: 1–2mg 2–3x/week, Ipamorelin: 100–300mcg daily",,,"Stacking GHRH analog (CJC-1295) and secretagogue (ipamorelin) mimics physiologic GH pulses, supporting muscle, recovery, and fat loss. Well-tolerated, often used in age-related GH decline.",supplement_adherence,count,,reco9BLzQcg8iR8iq
REC0103.1,BPC-157,Use BPC-157 as prescribed for injury recovery or gut repair; often 200–500mcg subcutaneous daily,,,"Promotes rapid tendon, ligament, and gut healing, reduces inflammation. Useful for injury recovery and gut barrier support.",supplement_adherence,count,,rec6s71CunDPGeQtW
REC0104.1,TB-500 (Thymosin Beta-4),Use TB-500 as prescribed for injury or surgery recovery; typical 2–5mg 1–2x/week,,,"Enhances tissue repair, angiogenesis, and wound healing. Frequently stacked with BPC-157 for difficult injuries or post-op.",supplement_adherence,count,,recPhPTHs7dtvj3jf
REC0105.1,BPC-157 + TB-500 Stack,"Use BPC-157 and TB-500 together as prescribed for accelerated healing; BPC-157: 200–500mcg daily, TB-500: 2–5mg 1–2x/week",,,"Clinically synergistic stack for advanced healing of soft tissue, tendon, ligament, and muscle injuries. Used by top sports medicine clinics.",supplement_adherence,count,,recIJjgZIM7k2RtwD
REC0106.1,Epitalon,Use Epitalon as prescribed for longevity/telomere support; 5–10mg subcutaneous daily for 10–20 days per cycle,,,"Telomerase activator, shown to lengthen telomeres, restore circadian rhythms, and reduce cardiovascular/cancer mortality in older adults.",supplement_adherence,count,,recCoIyIfMBbx12eJ
REC0107.1,Thymalin,Use Thymalin as prescribed for immune and longevity support; 10–20mg subcutaneous or IV weekly,,,Thymic peptide with immune-enhancing and possible longevity effects. Dramatic mortality reduction seen when stacked with Epitalon in human studies.,supplement_adherence,count,,reclQenAsTqmFnOUu
REC0108.1,Epitalon + Thymalin Stack,Use Epitalon and Thymalin together as prescribed for immune and longevity synergy,,,"Best-evidence human peptide stack for mortality reduction, immune rejuvenation, and healthy aging.",supplement_adherence,count,,reccewwqg4vNF3WnI
REC0109.1,MOTS-c,Use MOTS-c as prescribed for mitochondrial/metabolic support; typical 5–15mg subcutaneous 1–2x/week,,,"Mitochondrial peptide improving insulin sensitivity, energy, metabolic health. Early human data promising for frailty, metabolic syndrome.",supplement_adherence,count,,rec88FfU5D1DodqKD
REC0110.1,Humanin,Use Humanin as prescribed for neuroprotection/metabolic benefit; 10–30mg subcutaneous 1–3x/week,,,"Mitochondrial-derived peptide protecting neurons, enhancing insulin sensitivity, and showing longevity effects in animal studies.",supplement_adherence,count,,reccWpdrSmnjODcFp
REC0111.1,GHK-Cu (Copper Peptide),"Use GHK-Cu as prescribed, topically or systemically; 200–600mcg daily typical",,,"Copper peptide supporting skin healing, collagen synthesis, cognitive function, and DNA repair. Powerful for skin and recovery.",supplement_adherence,count,,recoUnX8Hmi1I8LLW
REC0112.1,SS-31 (Elamipretide),Use SS-31 as prescribed for mitochondrial health; trial dosing 20–40mg subcutaneous daily,,,"Mitochondrial-targeted peptide shown to boost energy, lower oxidative stress, and under clinical trials for aging, heart, and muscle.",supplement_adherence,count,,recaKsMeIPeSezYar
REC0113.1,Tesamorelin,Use tesamorelin as prescribed for visceral fat reduction; 2mg subcutaneous daily,,,"FDA-approved for HIV-related lipodystrophy, reduces visceral fat, sometimes used off-label for metabolic syndrome in aging.",supplement_adherence,count,,recI3bvmi7VkV7opX
REC0114.1,Thymosin Alpha-1,Use Thymosin Alpha-1 as prescribed for immune resilience; 1.6–3.2mg subcutaneous 2–3x/week,,,"Immunomodulatory peptide for immune support in chronic infection, immunodeficiency, and possibly longevity.",supplement_adherence,count,,recj8jplqItwhNcRU
REC0115.1,Melanotan II (MT-2),Use Melanotan II as prescribed for skin pigmentation/libido support; dosing varies,,,"Potent stimulator of melanin, used for tanning and libido. Safety/efficacy for anti-aging not established; experimental.",supplement_adherence,count,,recBgmnLtCmIjMmah
REC0116.1,FOXO4-DRI (Senolytic peptide),Use FOXO4-DRI as prescribed in experimental protocols for cellular rejuvenation,,,Experimental senolytic peptide designed to clear senescent cells; animal and early human data suggest potential to rejuvenate tissues.,supplement_adherence,count,,rec3H8wKnR6w0OxlB
REC0117.1,Selank,Use Selank as prescribed for cognitive or stress support; dosing is typically 250–500mcg intranasal daily,,,"Selank is a synthetic peptide shown to reduce anxiety, improve stress resilience, and enhance mental clarity and focus. Clinical use is growing for supporting mood, cognitive performance, and quality of life.",supplement_adherence,count,,recG3PjDXN4E1BaPV
REC0118.1,Semax,Use Semax as prescribed for cognitive or neuroprotection; dosing is typically 300–600mcg intranasal daily,,,"Semax is a neuropeptide with evidence for supporting brain function, focus, learning, and memory, as well as recovery from brain injury or stroke. Users may notice improved mental sharpness and cognitive endurance.",supplement_adherence,count,,recaGU2xExONlAV22
REC0119.1,Kisspeptin,Use Kisspeptin as prescribed for reproductive hormone support; typical research dose is 0.1–1mg subcutaneous,,,"Kisspeptin stimulates natural sex hormone production and may support healthy aging in those with hormone deficiency or imbalance. Most evidence is for fertility, but some benefit may extend to energy, libido, and mood.",supplement_adherence,count,,reccaBWpP8x7TnJSz
REC0120.1,Tesofensine,Use Tesofensine as prescribed for weight management; typical oral dose 0.5–1mg daily,,,"Tesofensine is an appetite suppressant studied for obesity and weight loss. Some users also report improved motivation and energy, but it is not a direct longevity or cognitive enhancer.",supplement_adherence,count,,rec9UHz75HaSzmyDh
REC0121.1,LL-37,Use LL-37 as prescribed for antimicrobial or wound healing support; dosing varies by indication,,,"LL-37 is a natural antimicrobial peptide that supports immune defense, speeds wound healing, and may help those at risk of recurrent infections or slow tissue recovery. Not a longevity agent, but relevant for infection resilience and healing.",supplement_adherence,count,,recXe0YdfPtkRPsJS
REC0122.1,IGF-1 LR3,Use IGF-1 LR3 only as prescribed for true deficiency or muscle wasting; typical dose is 20–100mcg subcutaneous,,,IGF-1 LR3 is a powerful growth factor peptide used to stimulate muscle growth in cases of severe deficiency or wasting. Not for general use—risks include cancer promotion; limited to rare clinical scenarios.,supplement_adherence,count,,recR1q955rOnvxpGH
REC0123.1,Mechano-Growth Factor (MGF),Use MGF only as prescribed for muscle regeneration in deficiency/injury; dose varies,,,MGF is a variant of IGF-1 used experimentally to promote muscle repair after injury or severe sarcopenia. No strong evidence for general aging or longevity use; reserved for medical indications.,supplement_adherence,count,,recpgevq6r7TDmq9n
REC0124.1,"Statin (e.g., atorvastatin, rosuvastatin, pravastatin)",Use a statin as prescribed for elevated LDL or ASCVD risk; typical doses range 10–80mg daily,,,"Statins lower LDL cholesterol, reduce cardiovascular events, stabilize plaque, and reduce inflammation (hsCRP). They are first-line for ASCVD, diabetes, or high LDL resistant to lifestyle/supplement interventions.",supplement_adherence,count,,recDo9SmyK1wsBqq0
REC0125.1,Ezetimibe,Use ezetimibe as prescribed for high LDL or familial hypercholesterolemia; typical dose 10mg daily,,,"Ezetimibe blocks intestinal cholesterol absorption, further lowers LDL when statins are not enough or not tolerated. Well-tolerated, synergistic with statins for maximal LDL reduction.",supplement_adherence,count,,recOjavIdR567pcFV
REC0126.1,"PCSK9 Inhibitor (e.g., evolocumab, alirocumab)",Use a PCSK9 inhibitor as prescribed for very high LDL or statin intolerance; typical dosing 140mg subcutaneous every 2 weeks,,,PCSK9 inhibitors are monoclonal antibodies that dramatically lower LDL cholesterol and cardiovascular risk in very high-risk or familial hypercholesterolemia patients.,supplement_adherence,count,,recb5OD2j0KURxUta
REC0127.1,Bempedoic Acid,"Use bempedoic acid as prescribed for LDL lowering, especially if statin-intolerant; typical dose 180mg daily",,,"Bempedoic acid lowers LDL by inhibiting cholesterol synthesis in the liver, useful for those unable to tolerate statins.",supplement_adherence,count,,recGD9DpzJKsFvzSk
REC0128.1,"Fibrate (e.g., fenofibrate, gemfibrozil)",Use a fibrate as prescribed for high triglycerides or low HDL; typical dose fenofibrate 145mg daily,,,"Fibrates lower triglycerides, raise HDL, and may reduce risk of pancreatitis in very high triglyceride states.",supplement_adherence,count,,recUPjdjwyKKgBdPw
REC0129.1,"Omega-3 Prescription (icosapent ethyl, Vascepa)",Use prescription omega-3 as prescribed for high triglycerides; typical dose 2–4g daily,,,"Prescription EPA omega-3s lower triglycerides and reduce CV risk, especially in those with prior heart disease or very high triglycerides.",supplement_adherence,count,,reco2waNuOyDRsLaH
REC0130.1,"Bile Acid Sequestrant (e.g., cholestyramine, colesevelam)",Use bile acid sequestrant as prescribed for cholesterol lowering; typical dose varies by agent,,,"Binds bile acids in the gut, lowering LDL cholesterol; often used when statins not tolerated.",supplement_adherence,count,,recVcTbpEX3tQiiw3
REC0131.1,Metformin,"Use metformin as prescribed for diabetes, prediabetes, or insulin resistance; typical dose 500–2000mg daily",,,"Metformin lowers blood glucose, improves insulin sensitivity, reduces cancer risk, and may promote longevity. First-line for type 2 diabetes and sometimes used off-label for healthy aging.",supplement_adherence,count,,recshsSinL4MM3vDQ
REC0132.1,"SGLT2 Inhibitor (e.g., empagliflozin, dapagliflozin)","Use SGLT2 inhibitor as prescribed for diabetes, heart failure, or CKD; typical dose empagliflozin 10–25mg daily",,,"SGLT2 inhibitors lower glucose, support weight loss, and reduce risk of heart failure and kidney disease. Growing evidence for broad CV/renal protection.",supplement_adherence,count,,recz9g0ys9Cz8a01u
REC0133.1,Insulin,Use insulin as prescribed for diabetes (type 1 or 2); dosing individualized,,,Insulin is essential for type 1 and sometimes advanced type 2 diabetes to control blood sugar and prevent complications.,supplement_adherence,count,,recMJ9j2tEqcI58HF
REC0134.1,"ACE Inhibitor or ARB (e.g., lisinopril, losartan)","Use ACE inhibitor or ARB as prescribed for hypertension, CKD, or heart failure; e.g., lisinopril 10–40mg daily",,,"Lowers blood pressure, protects heart and kidneys, and reduces proteinuria and CV risk.",supplement_adherence,count,,recoqYe96ViCXjtvI
REC0135.1,"Beta Blocker (e.g., metoprolol, bisoprolol)","Use beta blocker as prescribed for hypertension, heart failure, or arrhythmia; e.g., metoprolol 25–200mg daily",,,"Reduces heart rate, lowers BP, and is essential for some heart conditions and post-MI care.",supplement_adherence,count,,recWX7S78BUSOhUPV
REC0136.1,"Calcium Channel Blocker (e.g., amlodipine, diltiazem)","Use calcium channel blocker as prescribed for hypertension or angina; e.g., amlodipine 5–10mg daily",,,"Relaxes blood vessels, lowers blood pressure, and treats angina and arrhythmias.",supplement_adherence,count,,reckaoPdtilpUZ3S7
REC0137.1,"Thiazide Diuretic (e.g., hydrochlorothiazide, chlorthalidone)","Use thiazide diuretic as prescribed for hypertension; e.g., chlorthalidone 12.5–25mg daily",,,"Lowers BP, reduces CV risk, and helps control fluid overload in heart failure or hypertension.",supplement_adherence,count,,recuqHK9PDTwuxEm8
REC0138.1,Spironolactone (mineralocorticoid antagonist),"Use spironolactone as prescribed for hypertension, heart failure, or hyperaldosteronism; typical dose 25–100mg daily",,,"Reduces BP, lowers heart failure events, and treats certain hormone excess conditions.",supplement_adherence,count,,reccfm1IQ5osvlcRj
REC0139.1,"Bisphosphonate (e.g., alendronate, risedronate)","Use bisphosphonate as prescribed for osteoporosis; e.g., alendronate 70mg weekly",,,"Increases bone density, reduces fracture risk, and slows osteoporosis progression.",supplement_adherence,count,,rec2LpXIu8QYltdlT
REC0140.1,Denosumab,Use denosumab as prescribed for osteoporosis; typical dose 60mg subcutaneous every 6 months,,,"Injectable antibody that reduces bone resorption and fracture risk, alternative to bisphosphonates.",supplement_adherence,count,,recryzal8ZdQ9pa0K
REC0141.1,"Selective Estrogen Receptor Modulator (SERM; e.g., raloxifene)","Use SERM as prescribed for osteoporosis or breast cancer risk reduction; e.g., raloxifene 60mg daily",,,Raloxifene strengthens bone and reduces breast cancer risk in postmenopausal women.,supplement_adherence,count,,recTgZ9AJW19Xv2k6
REC0142.1,"Parathyroid Hormone Analog (e.g., teriparatide, abaloparatide)","Use PTH analog as prescribed for severe osteoporosis; e.g., teriparatide 20mcg subcutaneous daily",,,"Stimulates new bone formation, for high-risk or refractory osteoporosis.",supplement_adherence,count,,rec3MPsqNAsUkEiI1
REC0143.1,Thyroid Hormone Replacement (levothyroxine),Use levothyroxine as prescribed for hypothyroidism; typical doses 25–200mcg daily,,,"Replaces thyroid hormone, supporting energy, metabolism, cardiovascular, and cognitive health.",supplement_adherence,count,,rec3vVtUJIhIjgFTp
REC0144.1,Testosterone Therapy,Use testosterone as prescribed for deficiency; dose varies (50–200mg IM weekly or gels/patches),,,"Testosterone supports muscle, bone, sexual function, energy, and cognition in hypogonadal men; benefits/risks must be weighed.",supplement_adherence,count,,rectx1M25gklGZMVy
REC0145.1,Estrogen/Progesterone Therapy,Use estrogen/progesterone as prescribed for menopausal symptoms or osteoporosis prevention; doses vary,,,"Hormone therapy reduces hot flashes, preserves bone density, may improve cognition; individualize to minimize risk.",supplement_adherence,count,,recZHP60Wf2qQtaBH
REC0146.1,DHEA (Dehydroepiandrosterone),Use DHEA as prescribed for adrenal insufficiency or selected hormone deficiencies; common dose 25–50mg daily,,,"DHEA is a weak androgen and estrogen precursor; replacement can support energy, bone, and libido in select populations.",supplement_adherence,count,,recN8SxSXJsYNMZHa
REC0147.1,Metoprolol/Other Antiarrhythmic,Use antiarrhythmic as prescribed for heart rhythm control; dosing varies,,,"Manages atrial fibrillation or other arrhythmias, reducing stroke and heart failure risk.",supplement_adherence,count,,rec81J4i9UZNDaAiT
REC0148.1,SSRIs/SNRIs/Other Antidepressants,Use SSRI/SNRI as prescribed for depression/anxiety; doses vary,,,"SSRIs/SNRIs treat depression and anxiety, improving mental, cognitive, and social health outcomes.",supplement_adherence,count,,recSXJ9tLtH11dAOs
REC0149.1,"Naltrexone (low dose, LDN)","Use LDN as prescribed for autoimmune, pain, or inflammation; typical dose 1.5–4.5mg nightly",,,"Low-dose naltrexone has immune-modulating, anti-inflammatory effects, and may help chronic pain or autoimmune disease.",supplement_adherence,count,,rec7iSwTd35wXkQCH
REC0150.1,SGLT2/GLP-1/Metformin “Triple”,"Use SGLT2 inhibitor, GLP-1 agonist, and metformin together as prescribed for advanced metabolic disease",,,"Proven to reduce cardiovascular/renal risk, improve weight, and glycemic control in high-risk diabetes/metabolic syndrome.",supplement_adherence,count,,recWWbNwqzpNnq5yq
REC0151.1,Rapamycin (Sirolimus),"Use rapamycin as prescribed for immunosuppression or, experimentally, for longevity; common longevity protocols use 3–6mg once weekly",,,"mTOR inhibitor that extends lifespan in animals, with early human data for reduced age-related disease; use only with expert oversight.",supplement_adherence,count,,reccZA7fFyRgosWJv
REC0152.1,Acarbose,Use acarbose as prescribed for postprandial glucose control; typical dose 25–100mg with meals,,,"Delays carbohydrate absorption, blunts blood sugar spikes, and may reduce cardiovascular risk; studied for longevity in animal models.",supplement_adherence,count,,recW9EkaY5XOZf1Y1
REC0153.1,Autologous Stem Cell Therapy,Receive stem cell therapy (autologous or allogeneic) at a specialized longevity clinic; protocols vary by indication,,,"Stem cell therapies use a person’s own or donor-derived stem cells to promote tissue regeneration, immune modulation, and may slow aspects of aging. Early human studies show benefit for orthopedic, cardiovascular, and immune function, but protocols are experimental and not widely regulated.",supplement_adherence,count,,recn7Y4VhAMH7Gi4k
REC0154.1,Platelet-Rich Plasma (PRP) Injections,Receive PRP injections at a clinical center; frequency and area of injection individualized,,,"PRP therapy involves concentrating your own platelets and injecting them into tissues to accelerate repair and reduce inflammation. Used for joints, tendons, hair regrowth, and skin rejuvenation. Data are strongest for orthopedic injury, with early research in anti-aging.",supplement_adherence,count,,rec2JlRVNe4NVN6XT
REC0155.1,Fecal Microbiota Transplantation (FMT),Undergo FMT at an approved research or clinical center; typically 1–3 sessions,,,"FMT introduces healthy donor gut bacteria into the colon to restore microbiome diversity. Clinically validated for C. difficile infection; under research for metabolic, immune, and neurodegenerative diseases.",supplement_adherence,count,,recnF4lqX8Cv11tvA
REC0156.1,Exosome Therapy,Receive exosome injections or IV at a specialty clinic; dosing varies,,,"Exosomes are cell-derived vesicles thought to mediate many benefits of stem cells—anti-inflammatory, tissue repair, and cellular communication. Mostly experimental, with pilot evidence for arthritis, skin, and neurological conditions.",supplement_adherence,count,,recsnDX419d2UaopS
REC0157.1,Young Plasma Exchange / Plasma Dilution,Receive plasma exchange or dilution (using albumin/saline) under clinical protocol,,,"“Young blood” or plasma dilution therapies aim to remove pro-aging factors from the blood. Inspired by animal studies, early trials in humans show some improvements in biomarkers, but long-term safety and benefits remain unproven.",supplement_adherence,count,,recoJPUzqvRXT6ypE
REC0158.1,"Senolytic Drug Protocol (Dasatinib + Quercetin, Fisetin, Navitoclax, etc.)",Take senolytic drugs or supplements in pulse dosing under physician supervision,,,"Senolytics are agents that selectively destroy senescent (“zombie”) cells. Dasatinib + quercetin, fisetin, and navitoclax have been studied in animals and early-phase human trials for reducing markers of aging, improving physical function, and organ health.",supplement_adherence,count,,rec8x8zuhqrvcThGi
REC0159.1,Whole-Body Cryotherapy,"Undergo whole-body cryotherapy (e.g., −110°C for 2–3 min per session) at a certified center",,,"Cryotherapy involves brief exposure to very cold temperatures to reduce inflammation, support recovery, and possibly improve mood/metabolic health. Data strongest for pain/recovery; anti-aging effects are speculative.",supplement_adherence,count,,recRY5oH3Kt4XxW9Q
REC0160.1,Hyperbaric Oxygen Therapy (HBOT),"Complete HBOT sessions (e.g., 60–90 min at 1.5–2.5 ATA) at a specialty center",,,"HBOT exposes the body to pure oxygen at high pressure, promoting tissue repair, stem cell release, and (in small studies) telomere lengthening and improved cognition in aging adults.",supplement_adherence,count,,reck6MtLaPBv6NUba
REC0161.1,Photobiomodulation (Red/NIR Light Therapy),"Use red/near-infrared (600–1100nm) light panels for 10–30 min per session, as supervised",,,"Red and near-infrared light exposure is thought to improve mitochondrial function, reduce inflammation, support skin/brain health, and possibly slow aging processes. Data are mixed but growing for cognitive, mood, and skin outcomes.",supplement_adherence,count,,recDnczzNigShTn96
REC0162.1,"Autophagy/Parabiosis Protocol (fasting-mimetic drugs, plasma exchange, etc.)",Follow supervised fasting-mimetic or plasma exchange protocol per clinical research center,,,"These protocols seek to stimulate autophagy (cellular recycling), reduce senescent factors, and rejuvenate tissue health. Most are investigational, with benefit/risk still under study.",supplement_adherence,count,,reccHEkZjZMapaGXw
REC0163.1,Continuous Glucose Monitor (CGM),Use a CGM for 2–4 weeks to learn your glucose patterns,,,"CGMs provide real-time blood sugar data in response to food, exercise, sleep, and stress—empowering personalized optimization and early detection of metabolic risk.",wearable_tracking_protocol,count,,rec8iyA1cKPj23twY
REC0164.1,Sleep Tracker,Wear a sleep tracker nightly and review sleep quality reports,,,"Sleep trackers (Oura, WHOOP, Apple Watch, etc.) monitor sleep duration, stages, and variability—enabling targeted sleep routines and nudges for recovery.",wearable_tracking_protocol,count,,recNZDf4HiU2pauGZ
REC0165.1,Movement & Activity Tracker,Wear a step/activity tracker to log daily movement,,,"Activity trackers (Fitbit, Garmin, Apple, etc.) provide insight on daily steps, activity minutes, heart rate, and support adherence to movement goals.",wearable_tracking_protocol,count,,recJVltjgHGgPtuVY
REC0166.1,Heart Rate & HRV Monitor,Use a device to monitor resting heart rate and heart rate variability,,,"Devices that track HR and HRV (Oura, WHOOP, chest straps) help gauge fitness, recovery, and stress response—guiding readiness and recovery protocols.",wearable_tracking_protocol,count,,recu3FXPbMOAfusE5
REC0167.1,Blood Pressure Monitor (Home),Check and log blood pressure at home 2x per week,,,"Home BP monitoring enables early detection of hypertension, tracking trends, and medication adjustment outside clinic visits.",wearable_tracking_protocol,count,,recn17l8rBISi5Wd0
REC0168.1,Body Composition Analyzer,"Use a smart scale to track weight, body fat, muscle, and visceral fat",,,"Smart scales and impedance devices help monitor progress in muscle gain, fat loss, and metabolic health for ongoing adjustment.",wearable_tracking_protocol,count,,recjFRbWL3d06UUCJ
REC0169.1,Stress Tracker,"Use a wearable (Oura, Garmin, Fitbit) or app to monitor stress levels",,,"Wearables and apps estimate stress via HRV, skin conductance, or sleep/activity patterns—surfacing trends and supporting behavioral change.",wearable_tracking_protocol,count,,recZgUXNn5FWWGeL1
REC0170.1,Grip Strength Dynamometer,Test grip strength monthly using a digital dynamometer,,,"Grip strength is a powerful predictor of frailty, resilience, and longevity. Tracking monthly identifies early loss and guides strength recs.",wearable_tracking_protocol,count,,recAdSiSWBxOogvZY
REC0171.1,Smart Pill Dispenser/Medication Tracker,Use a smart pill dispenser or app to support medication adherence,,,"Medication trackers help reduce missed doses, ensure therapy success, and provide reminders for prescription or supplement protocols.",wearable_tracking_protocol,count,,rec6YCXXcYQZJf6gz
REC0172.1,Sauna Therapy,Use a sauna (over 174°F) 2x/week for 10–20 minutes per session ,,,"Sauna bathing is linked to reduced cardiovascular, dementia, and all-cause mortality risk—possibly via hormesis, improved vascular function, and stress reduction.",supplement_adherence,count,,recvvv9gysZNhQ2HH
REC0172.2,Sauna Therapy,Use a sauna (over 174°F) 2x/week for ≥20 minutes per session,,,"Sauna bathing is linked to reduced cardiovascular, dementia, and all-cause mortality risk—possibly via hormesis, improved vascular function, and stress reduction.",supplement_adherence,count,,rec7XXcn9WvgoahVW
REC0172.3,Sauna Therapy,Use a sauna (over 174°F) 5x/week for ≥20 minutes per session,,,"Sauna bathing is linked to reduced cardiovascular, dementia, and all-cause mortality risk—possibly via hormesis, improved vascular function, and stress reduction.",supplement_adherence,count,,recsaEk47jNVBhF0O
REC0173.1,Cold Exposure / Cold Plunge,Take a cold shower or plunge 1–2x/week for 1–3 minutes per session,,,"Cold exposure activates brown fat, boosts mood, may support immune health, and builds resilience via hormesis.",supplement_adherence,count,,recVQRMuUs3drpnRU
REC0173.2,Cold Exposure / Cold Plunge,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,,,"Cold exposure activates brown fat, boosts mood, may support immune health, and builds resilience via hormesis.",supplement_adherence,count,,reclHiTszticZqwEU
REC0173.3,Cold Exposure / Cold Plunge,Take a cold shower or plunge daily for 3–5 minutes per session,,,"Cold exposure activates brown fat, boosts mood, may support immune health, and builds resilience via hormesis.",supplement_adherence,count,,recFLlziRqRH6A78d
REC0174.1,HEPA Air Purifier Use,Use a HEPA air purifier in bedroom at night,,,"Clean indoor air reduces exposure to allergens, pollutants, and improves lung and cognitive health—especially in urban environments.",supplement_adherence,count,,rec8wWZc1JJf4W3li
REC0174.2,HEPA Air Purifier Use,Use a HEPA air purifier in both bedroom and primary work/living area,,,"Clean indoor air reduces exposure to allergens, pollutants, and improves lung and cognitive health—especially in urban environments.",supplement_adherence,count,,recsXTp3JQ6HlZ3dY
REC0174.3,HEPA Air Purifier Use,"Use HEPA filters in all primary indoor spaces (bedroom, work, kitchen, etc.) consistently",,,"Clean indoor air reduces exposure to allergens, pollutants, and improves lung and cognitive health—especially in urban environments.",supplement_adherence,count,,recSJCkG57ExIFK46
REC0175.1,Blue Light Blocking Protocol,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",,,"Reducing blue light at night supports melatonin production, circadian rhythm, and sleep quality.",supplement_adherence,count,,recOXqyOJCxsNKqal
REC0175.2,Blue Light Blocking Protocol,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,,,"Reducing blue light at night supports melatonin production, circadian rhythm, and sleep quality.",supplement_adherence,count,,recWO7abANzNIuZ9a
